camada,basename,titulo,tipo,pasta,prioridade,profundidade,fontes_previstas,links_candidatos,status,caminho_origem,tamanho_bytes,sha256,grupo_duplicata,observacoes
fonte_recebida,Conversa do WhatsApp com Caju ACIRV.txt,Conversa do WhatsApp com Caju ACIRV,txt,Conversas Zap,media,fonte_bruta,Conversas Zap/Conversa do WhatsApp com Caju ACIRV.txt,,inspecionado,Conversas Zap/Conversa do WhatsApp com Caju ACIRV.txt,6200,2e3360dbd2d9714cd84dba9ec3d3e806ffe716bb38437aca54b56ee564885669,,preservado no ZIP original; não importado em massa
fonte_recebida,Conversa do WhatsApp com Colaboradores Facieg.txt,Conversa do WhatsApp com Colaboradores Facieg,txt,Conversas Zap,media,fonte_bruta,Conversas Zap/Conversa do WhatsApp com Colaboradores Facieg.txt,,inspecionado,Conversas Zap/Conversa do WhatsApp com Colaboradores Facieg.txt,1003874,b572a87f3d84135969681d6655b92bed74a956dcd1b0c478666f923d07e43ba5,,preservado no ZIP original; não importado em massa
fonte_recebida,Conversa do WhatsApp com Comitê de MKT  ACIRV 💡.txt,Conversa do WhatsApp com Comitê de MKT  ACIRV 💡,txt,Conversas Zap,media,fonte_bruta,Conversas Zap/Conversa do WhatsApp com Comitê de MKT  ACIRV 💡.txt,,inspecionado,Conversas Zap/Conversa do WhatsApp com Comitê de MKT  ACIRV 💡.txt,435,6ac171363208e859d2a14a06784c656afa2fc6797dc6f71b094267cc0e43a00e,,preservado no ZIP original; não importado em massa
fonte_recebida,Conversa do WhatsApp com Comunicação Sudoeste📺💻📷.txt,Conversa do WhatsApp com Comunicação Sudoeste📺💻📷,txt,Conversas Zap,media,fonte_bruta,Conversas Zap/Conversa do WhatsApp com Comunicação Sudoeste📺💻📷.txt,,inspecionado,Conversas Zap/Conversa do WhatsApp com Comunicação Sudoeste📺💻📷.txt,598678,045cdeced3300443c5578a2fabb48d90cd43acc3b41f89bc81ff9c2d7e919c4f,,preservado no ZIP original; não importado em massa
fonte_recebida,Conversa do WhatsApp com Coordenação EMPREGA ACIRV.txt,Conversa do WhatsApp com Coordenação EMPREGA ACIRV,txt,Conversas Zap,media,fonte_bruta,Conversas Zap/Conversa do WhatsApp com Coordenação EMPREGA ACIRV.txt,,inspecionado,Conversas Zap/Conversa do WhatsApp com Coordenação EMPREGA ACIRV.txt,30764,5fb25c939e38aa29b893e6433d8637af32446999e52089020e02ce380fbd656c,,preservado no ZIP original; não importado em massa
fonte_recebida,Conversa do WhatsApp com DIRETORIA ACIRV - TRIENIO 20252028.txt,Conversa do WhatsApp com DIRETORIA ACIRV - TRIENIO 20252028,txt,Conversas Zap,media,fonte_bruta,Conversas Zap/Conversa do WhatsApp com DIRETORIA ACIRV - TRIENIO 20252028.txt,,inspecionado,Conversas Zap/Conversa do WhatsApp com DIRETORIA ACIRV - TRIENIO 20252028.txt,232897,5d1615b4f2cd0c66e42ead13ad48c0d3028a43ba8ec9a979fb317cd3b3beda13,,preservado no ZIP original; não importado em massa
fonte_recebida,Conversa do WhatsApp com Diretoria ACIRV 20202023.txt,Conversa do WhatsApp com Diretoria ACIRV 20202023,txt,Conversas Zap,media,fonte_bruta,Conversas Zap/Conversa do WhatsApp com Diretoria ACIRV 20202023.txt,,inspecionado,Conversas Zap/Conversa do WhatsApp com Diretoria ACIRV 20202023.txt,720872,60e4b3c5bb479220162ed4d52bacb5a855fc6296ace887cbc2ad393ee532b54e,,preservado no ZIP original; não importado em massa
fonte_recebida,Conversa do WhatsApp com Divulgação evento núcleo Saúde.txt,Conversa do WhatsApp com Divulgação evento núcleo Saúde,txt,Conversas Zap,media,fonte_bruta,Conversas Zap/Conversa do WhatsApp com Divulgação evento núcleo Saúde.txt,,inspecionado,Conversas Zap/Conversa do WhatsApp com Divulgação evento núcleo Saúde.txt,38858,2117ba6b603db99deed38832227d0050a4792be1ca29a7b1a3a05f6c215a7371,,preservado no ZIP original; não importado em massa
fonte_recebida,Conversa do WhatsApp com Geral.txt,Conversa do WhatsApp com Geral,txt,Conversas Zap,media,fonte_bruta,Conversas Zap/Conversa do WhatsApp com Geral.txt,,inspecionado,Conversas Zap/Conversa do WhatsApp com Geral.txt,2159,428c8149683343fc36929e378d016fa298e123fdd4619746f35b274c6f786113,,preservado no ZIP original; não importado em massa
fonte_recebida,Conversa do WhatsApp com Grupo de RH de Rio Verde .txt,Conversa do WhatsApp com Grupo de RH de Rio Verde ,txt,Conversas Zap,media,fonte_bruta,Conversas Zap/Conversa do WhatsApp com Grupo de RH de Rio Verde .txt,,inspecionado,Conversas Zap/Conversa do WhatsApp com Grupo de RH de Rio Verde .txt,598705,dbffd1c780f85e921578d695279c7fee602252aeada400d4c8d9ca0808e75485,,preservado no ZIP original; não importado em massa
fonte_recebida,Conversa do WhatsApp com INFORMATIVO SUDOEXPO 2026.txt,Conversa do WhatsApp com INFORMATIVO SUDOEXPO 2026,txt,Conversas Zap,media,fonte_bruta,Conversas Zap/Conversa do WhatsApp com INFORMATIVO SUDOEXPO 2026.txt,,inspecionado,Conversas Zap/Conversa do WhatsApp com INFORMATIVO SUDOEXPO 2026.txt,31094,a62ef0bb87cb1e30cf37d5dabdff620f1be33d7b3e7ea35c01ecd995b58a006f,,preservado no ZIP original; não importado em massa
fonte_recebida,Conversa do WhatsApp com Imprensa Rio Verde.txt,Conversa do WhatsApp com Imprensa Rio Verde,txt,Conversas Zap,media,fonte_bruta,Conversas Zap/Conversa do WhatsApp com Imprensa Rio Verde.txt,,inspecionado,Conversas Zap/Conversa do WhatsApp com Imprensa Rio Verde.txt,8930,5b2b37b0d32ba18c7a40bf8014605c610d272b2ac47fb26faa2bb0a5ccef8f7f,,preservado no ZIP original; não importado em massa
fonte_recebida,Conversa do WhatsApp com Informativo ACIRV.txt,Conversa do WhatsApp com Informativo ACIRV,txt,Conversas Zap,media,fonte_bruta,Conversas Zap/Conversa do WhatsApp com Informativo ACIRV.txt,,inspecionado,Conversas Zap/Conversa do WhatsApp com Informativo ACIRV.txt,1540869,4171069835445f891b4f9c76fd9e2ff75fedb57478ea8575bbc76848205906b7,,preservado no ZIP original; não importado em massa
fonte_recebida,Conversa do WhatsApp com Janaine Gerência Acirv.txt,Conversa do WhatsApp com Janaine Gerência Acirv,txt,Conversas Zap,media,fonte_bruta,Conversas Zap/Conversa do WhatsApp com Janaine Gerência Acirv.txt,,inspecionado,Conversas Zap/Conversa do WhatsApp com Janaine Gerência Acirv.txt,297841,a6d373d27535678e9403be2a39a1c2027cccdbf271222897955916737e995b2a,,preservado no ZIP original; não importado em massa
fonte_recebida,Conversa do WhatsApp com Janaine Marquez Pessoal.txt,Conversa do WhatsApp com Janaine Marquez Pessoal,txt,Conversas Zap,media,fonte_bruta,Conversas Zap/Conversa do WhatsApp com Janaine Marquez Pessoal.txt,,inspecionado,Conversas Zap/Conversa do WhatsApp com Janaine Marquez Pessoal.txt,37935,5def07e6732b59ea4950e8cfd69ce24ae0850efcaccaca3eaeab962fa36b1e89,,preservado no ZIP original; não importado em massa
fonte_recebida,Conversa do WhatsApp com Lara Dutra • Lumina Marketing Médico.txt,Conversa do WhatsApp com Lara Dutra • Lumina Marketing Médico,txt,Conversas Zap,media,fonte_bruta,Conversas Zap/Conversa do WhatsApp com Lara Dutra • Lumina Marketing Médico.txt,,inspecionado,Conversas Zap/Conversa do WhatsApp com Lara Dutra • Lumina Marketing Médico.txt,4911,98666392e92810936708b041093b54a81a71409e5547114033689d405f6f18fd,,preservado no ZIP original; não importado em massa
fonte_recebida,Conversa do WhatsApp com Marketing Conecta Acirv.txt,Conversa do WhatsApp com Marketing Conecta Acirv,txt,Conversas Zap,media,fonte_bruta,Conversas Zap/Conversa do WhatsApp com Marketing Conecta Acirv.txt,,inspecionado,Conversas Zap/Conversa do WhatsApp com Marketing Conecta Acirv.txt,79674,0a154fdecad37328a991bd28aa02111237c768bb4cd55f0bd63e21da9a79c2c6,,preservado no ZIP original; não importado em massa
fonte_recebida,Conversa do WhatsApp com PROGRAMA EMPREENDER- NÚCLEO MULHER EMPREENDEDORA RV.txt,Conversa do WhatsApp com PROGRAMA EMPREENDER- NÚCLEO MULHER EMPREENDEDORA RV,txt,Conversas Zap,media,fonte_bruta,Conversas Zap/Conversa do WhatsApp com PROGRAMA EMPREENDER- NÚCLEO MULHER EMPREENDEDORA RV.txt,,inspecionado,Conversas Zap/Conversa do WhatsApp com PROGRAMA EMPREENDER- NÚCLEO MULHER EMPREENDEDORA RV.txt,17582,3acb884bfd60f3e4d74a018102674b70d21e141c6fc4246dfa10ba9c63560f15,,preservado no ZIP original; não importado em massa
fonte_recebida,Conversa do WhatsApp com Pres. José Carlos Cintra.txt,Conversa do WhatsApp com Pres. José Carlos Cintra,txt,Conversas Zap,media,fonte_bruta,Conversas Zap/Conversa do WhatsApp com Pres. José Carlos Cintra.txt,,inspecionado,Conversas Zap/Conversa do WhatsApp com Pres. José Carlos Cintra.txt,21057,021d39bebec2a96f81454dede8ff9810203fcfe48b7e2c8efac42d7f69c0c420,,preservado no ZIP original; não importado em massa
fonte_recebida,Conversa do WhatsApp com Programa Empreender - Núcleo S. Mulheres Empreendedoras .txt,Conversa do WhatsApp com Programa Empreender - Núcleo S. Mulheres Empreendedoras ,txt,Conversas Zap,media,fonte_bruta,Conversas Zap/Conversa do WhatsApp com Programa Empreender - Núcleo S. Mulheres Empreendedoras .txt,,inspecionado,Conversas Zap/Conversa do WhatsApp com Programa Empreender - Núcleo S. Mulheres Empreendedoras .txt,67524,76b267e5e70d8fe0a8679da5b84252f71ea016e52b48051b524446c30937b5c0,,preservado no ZIP original; não importado em massa
fonte_recebida,Conversa do WhatsApp com REDE FACIEG OFICIAL.txt,Conversa do WhatsApp com REDE FACIEG OFICIAL,txt,Conversas Zap,media,fonte_bruta,Conversas Zap/Conversa do WhatsApp com REDE FACIEG OFICIAL.txt,,inspecionado,Conversas Zap/Conversa do WhatsApp com REDE FACIEG OFICIAL.txt,3197739,1a0817d449e2f84dea56a2328fb03ae80b8ab68fc9c060792d9c9fb3d33c17b5,,preservado no ZIP original; não importado em massa
fonte_recebida,Conversa do WhatsApp com Raphael Valongo ACIRV.txt,Conversa do WhatsApp com Raphael Valongo ACIRV,txt,Conversas Zap,media,fonte_bruta,Conversas Zap/Conversa do WhatsApp com Raphael Valongo ACIRV.txt,,inspecionado,Conversas Zap/Conversa do WhatsApp com Raphael Valongo ACIRV.txt,56252,0697b90d4b14436165e4e582305c158a4c7b1704079efe14f889d0a6603dba83,,preservado no ZIP original; não importado em massa
fonte_recebida,Conversa do WhatsApp com Renata Gomes ACIRV.txt,Conversa do WhatsApp com Renata Gomes ACIRV,txt,Conversas Zap,media,fonte_bruta,Conversas Zap/Conversa do WhatsApp com Renata Gomes ACIRV.txt,,inspecionado,Conversas Zap/Conversa do WhatsApp com Renata Gomes ACIRV.txt,282303,1382bcd7ee833a07c6604ad5eacc7a7647d454b6e826624932ee8cb32b4e447b,,preservado no ZIP original; não importado em massa
fonte_recebida,Conversa do WhatsApp com SUDOEXPO 2️⃣0️⃣2️⃣6️⃣.txt,Conversa do WhatsApp com SUDOEXPO 2️⃣0️⃣2️⃣6️⃣,txt,Conversas Zap,media,fonte_bruta,Conversas Zap/Conversa do WhatsApp com SUDOEXPO 2️⃣0️⃣2️⃣6️⃣.txt,,inspecionado,Conversas Zap/Conversa do WhatsApp com SUDOEXPO 2️⃣0️⃣2️⃣6️⃣.txt,540751,d7899950dd8252f36b46971c396a3e64e0f8b6373a7da029c95ccab59bb3444b,,preservado no ZIP original; não importado em massa
fonte_recebida,Conversa do WhatsApp com Sudoexpo 26 - Marketing.txt,Conversa do WhatsApp com Sudoexpo 26 - Marketing,txt,Conversas Zap,media,fonte_bruta,Conversas Zap/Conversa do WhatsApp com Sudoexpo 26 - Marketing.txt,,inspecionado,Conversas Zap/Conversa do WhatsApp com Sudoexpo 26 - Marketing.txt,67427,02adcf4067ca7acb1fdbc1b0d3d0f30602067c0be99952f39a7d64842f5a6485,,preservado no ZIP original; não importado em massa
fonte_recebida,Conversa do WhatsApp com TerraBrasilis + ACIRV.txt,Conversa do WhatsApp com TerraBrasilis + ACIRV,txt,Conversas Zap,media,fonte_bruta,Conversas Zap/Conversa do WhatsApp com TerraBrasilis + ACIRV.txt,,inspecionado,Conversas Zap/Conversa do WhatsApp com TerraBrasilis + ACIRV.txt,214,d3c57a5eb84e4926de3c12286d36c9980430adfd759c8b47314bf8f756a98ff6,,preservado no ZIP original; não importado em massa
fonte_recebida,Conversa do WhatsApp com VCOM Inteligência Digital.txt,Conversa do WhatsApp com VCOM Inteligência Digital,txt,Conversas Zap,media,fonte_bruta,Conversas Zap/Conversa do WhatsApp com VCOM Inteligência Digital.txt,,inspecionado,Conversas Zap/Conversa do WhatsApp com VCOM Inteligência Digital.txt,172673,b12f396f8ac299d75193bdc9603cbdc4696f6c4bd9a6df7d86c719a027d11999,,preservado no ZIP original; não importado em massa
fonte_recebida,Conversa do WhatsApp com Vivianne Oliveira Vcom.txt,Conversa do WhatsApp com Vivianne Oliveira Vcom,txt,Conversas Zap,media,fonte_bruta,Conversas Zap/Conversa do WhatsApp com Vivianne Oliveira Vcom.txt,,inspecionado,Conversas Zap/Conversa do WhatsApp com Vivianne Oliveira Vcom.txt,446500,fd1bf2f1695d5921ca1e72ba68500dab7e299906016833daebff785a246332ea,,preservado no ZIP original; não importado em massa
fonte_recebida,Conversa do WhatsApp com Área64 Community.txt,Conversa do WhatsApp com Área64 Community,txt,Conversas Zap,media,fonte_bruta,Conversas Zap/Conversa do WhatsApp com Área64 Community.txt,,inspecionado,Conversas Zap/Conversa do WhatsApp com Área64 Community.txt,588672,19491181561d5fa7986adca744312a8e0196d400573524d035218aae3baf12a7,,preservado no ZIP original; não importado em massa
fonte_recebida,Conversa do WhatsApp com 💄💋👠Equipe Acirv✍🏻💻📊.txt,Conversa do WhatsApp com 💄💋👠Equipe Acirv✍🏻💻📊,txt,Conversas Zap,media,fonte_bruta,Conversas Zap/Conversa do WhatsApp com 💄💋👠Equipe Acirv✍🏻💻📊.txt,,inspecionado,Conversas Zap/Conversa do WhatsApp com 💄💋👠Equipe Acirv✍🏻💻📊.txt,390080,832e23cac882589a64b7abb88110e0b6501f7cba2778c35436c21f70790e775f,,preservado no ZIP original; não importado em massa
fonte_recebida,Conversa do WhatsApp com 📺📻🎙Só comunicadores🎙 📻📺.txt,Conversa do WhatsApp com 📺📻🎙Só comunicadores🎙 📻📺,txt,Conversas Zap,media,fonte_bruta,Conversas Zap/Conversa do WhatsApp com 📺📻🎙Só comunicadores🎙 📻📺.txt,,inspecionado,Conversas Zap/Conversa do WhatsApp com 📺📻🎙Só comunicadores🎙 📻📺.txt,4705,147aa95a09dc741ccb6d68e2e849c250861ad54521352bc202f776f48648a6fd,,preservado no ZIP original; não importado em massa
fonte_recebida,Dados Marketing.xlsm,Dados Marketing,xlsm,.,alta,fonte_bruta,Dados Marketing.xlsm,,inspecionado,Dados Marketing.xlsm,508423,1405beb6a9ab7e5bb0e262f6431dc9e81a30823b3ceeff08b639f34fe59453d6,,preservado no ZIP original; não importado em massa
fonte_recebida,11 - novembro.md,11 - novembro,md,Diário/2025/11 - novembro,media,fonte_bruta,Diário/2025/11 - novembro/11 - novembro.md,,inspecionado,Diário/2025/11 - novembro/11 - novembro.md,1824,3ff063eb7b8d8efea5d1a35dca1089e682a70a97907a2135e1e9ebe33f1fea46,,preservado no ZIP original; não importado em massa
fonte_recebida,11 - terça-feira.md,11 - terça-feira,md,Diário/2025/11 - novembro,media,fonte_bruta,Diário/2025/11 - novembro/11 - terça-feira.md,,inspecionado,Diário/2025/11 - novembro/11 - terça-feira.md,1930,c4eb212e8979f8664b90037b02fbbeac614cd31d890327bd6b822832f78b8539,,preservado no ZIP original; não importado em massa
fonte_recebida,13 - quinta-feira.md,13 - quinta-feira,md,Diário/2025/11 - novembro,media,fonte_bruta,Diário/2025/11 - novembro/13 - quinta-feira.md,,inspecionado,Diário/2025/11 - novembro/13 - quinta-feira.md,3906,cd631f6498d178254eba927ffd4ec7cf8f722e5985b9adfa86de0a2a4ffd773e,,preservado no ZIP original; não importado em massa
fonte_recebida,14 - sexta-feira.md,14 - sexta-feira,md,Diário/2025/11 - novembro,media,fonte_bruta,Diário/2025/11 - novembro/14 - sexta-feira.md,,inspecionado,Diário/2025/11 - novembro/14 - sexta-feira.md,1927,20a10aa5b72ab2a1f97a187278d75231a0c7c947a6ab7dcb209cfbee8aea7fcf,,preservado no ZIP original; não importado em massa
fonte_recebida,17 - segunda-feira.md,17 - segunda-feira,md,Diário/2025/11 - novembro,media,fonte_bruta,Diário/2025/11 - novembro/17 - segunda-feira.md,,inspecionado,Diário/2025/11 - novembro/17 - segunda-feira.md,2671,1f5283be22ea503770ca5554c14f1cc9b64c1ab6988e245718c2ea6720793785,,preservado no ZIP original; não importado em massa
fonte_recebida,18 - terça-feira.md,18 - terça-feira,md,Diário/2025/11 - novembro,media,fonte_bruta,Diário/2025/11 - novembro/18 - terça-feira.md,,inspecionado,Diário/2025/11 - novembro/18 - terça-feira.md,757,9b013138e4ca04533ef82047cea799ae84bc8a0d6569f171b308d3c267436616,,preservado no ZIP original; não importado em massa
fonte_recebida,19 - quarta-feira.md,19 - quarta-feira,md,Diário/2025/11 - novembro,media,fonte_bruta,Diário/2025/11 - novembro/19 - quarta-feira.md,,inspecionado,Diário/2025/11 - novembro/19 - quarta-feira.md,2329,0b874292395f98c3ac70f24606638a9e6f1faa0a48dbb73b8981cfa8d4f6eac3,,preservado no ZIP original; não importado em massa
fonte_recebida,21 - sexta-feira.md,21 - sexta-feira,md,Diário/2025/11 - novembro,media,fonte_bruta,Diário/2025/11 - novembro/21 - sexta-feira.md,,inspecionado,Diário/2025/11 - novembro/21 - sexta-feira.md,2310,f07333f4e7c5a79d103789bd2579c57f97c3c16efd21b4bc3271c1853d779eba,,preservado no ZIP original; não importado em massa
fonte_recebida,24 - segunda-feira.md,24 - segunda-feira,md,Diário/2025/11 - novembro,media,fonte_bruta,Diário/2025/11 - novembro/24 - segunda-feira.md,,inspecionado,Diário/2025/11 - novembro/24 - segunda-feira.md,3850,3d50077a7ea725df413c2f9134ce0ebf66c41794b96b1b0e62b73d680ddf8358,,preservado no ZIP original; não importado em massa
fonte_recebida,25 - terça-feira.md,25 - terça-feira,md,Diário/2025/11 - novembro,media,fonte_bruta,Diário/2025/11 - novembro/25 - terça-feira.md,,inspecionado,Diário/2025/11 - novembro/25 - terça-feira.md,4025,8bd95de2f209cb1de17a4b8d9751de2d934e9b1443d89016ce2ae117435a05ff,,preservado no ZIP original; não importado em massa
fonte_recebida,27 - quinta-feira.md,27 - quinta-feira,md,Diário/2025/11 - novembro,media,fonte_bruta,Diário/2025/11 - novembro/27 - quinta-feira.md,,inspecionado,Diário/2025/11 - novembro/27 - quinta-feira.md,2061,ce824e7b78d34b31608fb23d44b9e9ddb40a5fc93c45ab008eef18805d08a591,,preservado no ZIP original; não importado em massa
fonte_recebida,01 - segunda-feira.md,01 - segunda-feira,md,Diário/2025/12 - dezembro,media,fonte_bruta,Diário/2025/12 - dezembro/01 - segunda-feira.md,,inspecionado,Diário/2025/12 - dezembro/01 - segunda-feira.md,2045,8cc6fa5634ffb7847f3c272115deeaff1a98fe627c0aaa0ffc42eaedc0b297b6,,preservado no ZIP original; não importado em massa
fonte_recebida,02 - terça-feira.md,02 - terça-feira,md,Diário/2025/12 - dezembro,media,fonte_bruta,Diário/2025/12 - dezembro/02 - terça-feira.md,,inspecionado,Diário/2025/12 - dezembro/02 - terça-feira.md,3164,37accbf1374ee11a7bfbabfd4205baaadcafc25980b44f95f316dea9c764ddb5,,preservado no ZIP original; não importado em massa
fonte_recebida,03 - quarta-feira.md,03 - quarta-feira,md,Diário/2025/12 - dezembro,media,fonte_bruta,Diário/2025/12 - dezembro/03 - quarta-feira.md,,inspecionado,Diário/2025/12 - dezembro/03 - quarta-feira.md,2229,8891d551ebf448e49eb874b593914453d7a396f2f81884a67832dd6498381cc3,,preservado no ZIP original; não importado em massa
fonte_recebida,04 - quinta-feira.md,04 - quinta-feira,md,Diário/2025/12 - dezembro,media,fonte_bruta,Diário/2025/12 - dezembro/04 - quinta-feira.md,,inspecionado,Diário/2025/12 - dezembro/04 - quinta-feira.md,2102,731c1c6c3f6c8ea1780823069f2fb297620bab4174ad263b4bf77db3db05ba70,,preservado no ZIP original; não importado em massa
fonte_recebida,05 - sexta-feira.md,05 - sexta-feira,md,Diário/2025/12 - dezembro,media,fonte_bruta,Diário/2025/12 - dezembro/05 - sexta-feira.md,,inspecionado,Diário/2025/12 - dezembro/05 - sexta-feira.md,2528,6ba9d9b6a89e511d967b00e0ce3bf24c5d453cdb70725f111c73afe1bfd846c8,,preservado no ZIP original; não importado em massa
fonte_recebida,08 - segunda-feira.md,08 - segunda-feira,md,Diário/2025/12 - dezembro,media,fonte_bruta,Diário/2025/12 - dezembro/08 - segunda-feira.md,,inspecionado,Diário/2025/12 - dezembro/08 - segunda-feira.md,1940,a4c685297588a4d5281d1159b304014a1aaa3049e9ad6d4092f3b3192c106c91,,preservado no ZIP original; não importado em massa
fonte_recebida,09 - terça-feira.md,09 - terça-feira,md,Diário/2025/12 - dezembro,media,fonte_bruta,Diário/2025/12 - dezembro/09 - terça-feira.md,,inspecionado,Diário/2025/12 - dezembro/09 - terça-feira.md,1951,f690929b17be987bf4bdb66420a181ed0623243998296d5dc64d33c9347a14df,,preservado no ZIP original; não importado em massa
fonte_recebida,10 - quarta-feira.md,10 - quarta-feira,md,Diário/2025/12 - dezembro,media,fonte_bruta,Diário/2025/12 - dezembro/10 - quarta-feira.md,,inspecionado,Diário/2025/12 - dezembro/10 - quarta-feira.md,2575,1c5d5027d8af6075e3f9005da3d725dea504f4e0e776fedfdc1b85024b09b9ea,,preservado no ZIP original; não importado em massa
fonte_recebida,12 - dezembro.md,12 - dezembro,md,Diário/2025/12 - dezembro,media,fonte_bruta,Diário/2025/12 - dezembro/12 - dezembro.md,,inspecionado,Diário/2025/12 - dezembro/12 - dezembro.md,3576,b7818fee847d545459b33b44c92386b71b060b5b15e84db6ab5b4f1bd6b6cef6,,preservado no ZIP original; não importado em massa
fonte_recebida,12 - sexta-feira.md,12 - sexta-feira,md,Diário/2025/12 - dezembro,media,fonte_bruta,Diário/2025/12 - dezembro/12 - sexta-feira.md,,inspecionado,Diário/2025/12 - dezembro/12 - sexta-feira.md,3160,d011afc301622f06000d3b3175a744c5fee96660ee16f087dc8331a216818304,,preservado no ZIP original; não importado em massa
fonte_recebida,29 - segunda-feira.md,29 - segunda-feira,md,Diário/2025/12 - dezembro,media,fonte_bruta,Diário/2025/12 - dezembro/29 - segunda-feira.md,,inspecionado,Diário/2025/12 - dezembro/29 - segunda-feira.md,1920,c458d5b508ef5c81daedb3704d2f1de8308a99aa8b3e3098f2170e4f4b78ba2d,,preservado no ZIP original; não importado em massa
fonte_recebida,2025.md,2025,md,Diário/2025,media,fonte_bruta,Diário/2025/2025.md,,inspecionado,Diário/2025/2025.md,1809,6213245a51684b7bb35b68143c67452a29e9d756eec826f0eb9ff3b6b4af0ba2,,preservado no ZIP original; não importado em massa
